id;филиал;автор;оценка;дата;подтверждён;лайки;текст
297392819;На Шайкенова;Eduard;1;2026-09-17;да;0;"Хотели сделать заказ в 23:20 отказали, сказали касса закрыта и кухня тоже.
Хотя написано до 00:00 часов работает заведение.
Всегда заказывали только тут, разочаровали"
297390976;На Шайкенова;Bagdat Kuandyk;1;2026-09-17;да;0;Бургер ужас. Тонкая котлета и большая булка. Вкуса мясо нет совсем.
296533904;На Шайкенова;shpok b;5;2026-09-13;да;0;Кассирша қыз Аянат 👍🏻👍🏻 премияға лайық қыз екен
294506220;На Шайкенова;Нұргұл Утаралинова;1;2026-09-05;да;0;Были разочарованы донером( не тот вкус которым был изначально,не тот соус много толи томата то ли кетчупа горелый вкус,сами не рады были что пришли,может у вас поменялся повар?! У вас на протежении нескольких лет была одна рецептура,прошу взять на заметку
273990951;На Шайкенова;Rasul Bolat;1;2026-08-30;да;0;Нашар
273990551;На Шайкенова;Mirat Faizolla;3;2026-08-30;да;0;Хороши
267801355;На Шайкенова;Valet .;2;2026-08-12;да;0;Заказывали донеры, один пришел горелый другой к сожалению на конце порванный начинка была в пакете, на вкус ± нормально но очень чувствуется горелый вкус, конечно обидно что ты платишь полную цену за донер а тебе приходит горелый кусок, можно было и заменить
267462131;На Шайкенова;Нургуль Филипова;5;2026-08-11;да;0;Спасибо моим девочкам за соус в подарок! Всегда беру только у них. Хороший сервис, администратор отзывчивый всегда тоже! Качество с годами только лучше! Надеюсь вы всегда будете держать высокую планку
265645196;На Шайкенова;Алихан Арманулы;5;2026-08-06;да;0;"Имба донеры и цены тоже уместные, короче хотите быть крутым как Сагой то приходите сюда
Интерьер тоже отлично качественная мебель и столы комфортные"
264233376;На Шайкенова;Serzh Sam;2;2026-08-03;да;0;С курицей норм. Фарш говяжий вонючий.
263898212;На Шайкенова;Динара Букаева;5;2026-08-02;да;0;Огромное спасибо все вкусно и самое главное оперативно. Аянат умничка просто, все сделала как мы и просили 😍👍
263892124;На Шайкенова;Rasul Taimaskhanov;5;2026-08-02;да;0;"кассирша Аянат
 отлично выполняет свою работу классная девушка😍😍👍👍"
263878033;На Шайкенова;aya 🐰;5;2026-08-02;да;0;ну очеень вкусно и девушка на кассе Аянат очень хорошая классная добрая умная красивая 👍🏻 Сервис 😎👍🏻
263451770;На Шайкенова;Бейбарыс Санак;5;2026-07-31;да;0;"Все четко👍🏽😍😍
Донерлары да, бургерлері де дәмді✊🏽✊🏽"
261030617;На Шайкенова;Артем Майер;5;2026-07-24;да;0;Очень вкусные донеры, особенно Добер Стар. Порции большие, сытные, сочные. 100% рекомендую данное место
260093995;На Шайкенова;Альбина Калыбайкызы;5;2026-07-21;да;0;Іші таза, обслужка, интерьер, бәрі күштіі. Бірнеше рет бардық, біздін любимое место🔥
259410465;На Шайкенова;Virus 🦠 🍤;5;2026-07-18;да;0;Интерьер красивый запах отпад и очень вкусно готовят все чисто и аккуратно всем советую
259266456;На Шайкенова;Kkkkkkk Kk;5;2026-07-18;да;0;Очень вкусно 🔥🔥🔥
258832917;На Шайкенова;Nikolai;5;2026-07-16;да;0;За чисто по братский, и донер снёс бошку как вертушка джеки чана
258106995;На Шайкенова;Inara 🤎;5;2026-07-14;да;0;Бургеры нереально вкусные и сочные 😍😍💔💔
257798814;На Шайкенова;Adil Yerdauletov;5;2026-07-13;да;0;Сегодня был тут донеры офигенный как всегда на высшем уровне 😘 Так же девушка на кассе сегодня очень вежливая раньше стояли чисто русско говорящие она сегодня и саламатсыз ба и здравствуйте как вам удобно спросила .Благодарность Аянат ). Сервис клиентоориентированность 🔥🔥 Успехов вам . Так же был флаг казахстана на кассе 👏🏻👏🏻
257748734;На Шайкенова;Рахымжан Маратулы;4;2026-07-12;да;0;Заказывал 2 донера «Ассорти», а по акции через Kaida App получил еще один куриный донер в подарок (2+1). В целом всё понравилось: донеры вкусные, сытные, ингредиенты свежие. Единственное, что немного испортило впечатление — помидоры, они не совсем подошли по вкусу. В остальном всё отлично, обязательно закажу ещё!
257109710;На Шайкенова;Анастасия Косметолог;1;2026-07-10;да;0;Сегодня взяла 2 бургера, булочки не свежие, весь кайф обломали таким обедом. За такие деньги лучше бы 2 порции шашлыка купила 🤣
253752162;На Шайкенова;. alikhaan;5;2026-06-28;да;0;Донер дерзкий әдемі дәмі
251762840;На Шайкенова;Нурхан Ерланулы;5;2026-06-21;да;0;Оте дамді донер
249121698;На Шайкенова;Дамир Тайгаков;5;2026-06-10;да;0;Лучшие донеры не понимаю как я раньше ел в другим местах соуса в донерах супер не понимаю людей которым не понравились у них нету вкуса походу
247566391;На Шайкенова;Гульпари Байбусинова;5;2026-06-04;да;0;Обалденые донеры , мы всегда покупаем, и каждый раз раз разные, они реально вкусные, сочные, и персонал очень вежливый и приветливый, в помещении чисто и аккуратно место уютное
246956204;На Шайкенова;erzkeew;1;2026-06-02;да;0;не советую свою цену не оправдывает плюс вообще не вкусно
245950455;На Шайкенова;Zeynep Malkenova;5;2026-05-29;да;0;Очень вкусно 🥰🥰
245276551;На Шайкенова;Akx;5;2026-05-27;да;0;Соус 🔥🔥🔥
243603314;На Шайкенова;Gulbinaz Askar;5;2026-05-19;да;0;Лучшие бургеры, которые я когда-либо пробывала! Вы обязаны стать известными на широкую общественность. А про Стафф я молчу, очень хорошие отношение к клиентам
242264212;На Шайкенова;Nata Lie;5;2026-05-13;да;0;Очень вкусные донеры курочка просто вау, быстрая доставка, очень рекомендую
240565020;На Шайкенова;Zhaina Zhalgasbaikyzy;5;2026-05-05;да;0;Бургеры обалденные😍 и доставка быстрая, очень вкусно и быстро 🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻
240405162;На Шайкенова;Amirzhan Batyrkhanov;1;2026-05-04;да;0;Не вкусно
239880423;На Шайкенова;Габит Али;5;2026-05-02;да;0;"Хотел поблагодарить Повар Елена за вкусный Донер 
Вкус оправдал себя до последней копейки 
Также хочу сказать огромное спасибо Кассиру Томирис за профессиональный подход к каждому клиенту 
И официант Жансая за их работу"
237990065;На Шайкенова;Лаура Касенбаева;5;2026-04-24;да;0;Заказали бургер — в целом остались довольны! Очень вкусный, сочный, свежие ингредиенты, булочка мягкая, всё аккуратно упаковано. Единственный небольшой минус — котлетка показалась тонковатой, хотелось бы чуть побольше. Но вкус всё равно отличный, обязательно закажем ещё! 🍔✨
236434664;На Шайкенова;Памятники в Актобе Red Stone;5;2026-04-16;да;0;"Съедены даже крошки божественно хрустящего лаваша. Курочка сочная, картошка идеально пожарена, соус 🤤 
Ну и щепотка пиратского характера добила😁
Ооочень вкусно 😋 было!"
235602021;На Шайкенова;Назар Минсейтов;5;2026-04-12;да;0;Готовят с молниеносной скоростью, очень вкусные донеры и приличные цены, в общем класс!
235610540;На Шайкенова;Рита Е;5;2026-04-12;да;0;Самые вкусные донеры тут, хотела фото оставить, но все съела!
233174356;На Шайкенова;Guldana Meralina;5;2026-04-01;да;0;Наше любимое место 💖
232857090;На Шайкенова;Анастасия Шевчук;5;2026-03-31;да;0;"Спасибо большое доставка очень быстрая. Сервис 👏👏👏 
Большой донер Начинки много, вкусно очень. Спасибо 😊😊"
232186967;На Шайкенова;Сандугаш Жаксылыкова;5;2026-03-28;да;0;Заказала шаверму с овощами, было обалденно вкусно и сочно 😍 и компот на вкус такой качественный, прям как компот а не вода
232065748;На Шайкенова;Яна Хофманн;5;2026-03-27;да;0;лучшая донерная, положили подарок тоже очень приятно 🤍🤍 и донеры как всегда лучшие
231140674;На Шайкенова;Аяжан Аралбай;5;2026-03-24;да;0;спустя 3 года снова зашла сюда за донером и вкус остался таким же, как раньше! 👍 Как тогда нравилось, так и сейчас порадовало. Респект за то, что держите качество на уровне🥹❤️
230109914;На Шайкенова;Сымбат Есенова;5;2026-03-19;да;0;"Очеенннь вкусно 🥹🥹 спасибо вам большое, мне настроение подняли 🙈 подарочек положили прям очень приятно🫶🏻🫶🏻
💯"
225575532;На Шайкенова;Татьяна Попкова;3;2026-03-02;да;0;"К сожалению, остался неприятный опыт. В деш был обнаружен волос, официанту сообщили, но ситуация была проигнорирована. Ожидала хотя бы извинений или попытки решить вопрос.
1 марта в 16:35 пришлось доедать с отвращением деньги ведь оплачены,"
225465071;На Шайкенова;amirr;5;2026-03-01;да;0;Лучшая донерная города, очень советую
225360287;На Шайкенова;Dini;5;2026-03-01;да;0;Очень вкусно всем рекомендую
225117254;На Шайкенова;Валентина Вишнёвенькая;5;2026-02-27;да;0;"Здравствуйте! Впервые была в этом заведении. Порадовал интерьер, приятный взору, подставка под телефон, вешалка на стене, очень уютное местечко. Очень милая и приятная девушка Томирис помогла с выбором, меню разнообразное. Советую всем заглянуть 
Я заказывала бургер говяжий, Донер Доберман и деревенскую картошку, соус вкусный Сладкий чили. 
Стоимость не помню, но я заплатила где-то 4500 - 5000. И еще скидка 10%.фото бургера нет , забыла сфотографировать. Но могу заверить, что было вкусно😋"
221299539;На Шайкенова;Крестина Бондаренко;5;2026-02-23;да;0;"Все супер! Вкусно, быстро, качественно! 
Отдельное спасибо за вкусный подарочек! ❤️"
221060940;На Шайкенова;Ramina22072016 Ramina;1;2026-02-22;да;0;Всегда брали донер мексиканский. Сегодня прям разочаровалась. В основном фри. В общем ужасно.
220821468;На Шайкенова;Ерке 🤍;5;2026-02-21;да;0;Обожаю это заведение , просто кассир не грубая добрая вежливо помогла нам и сама очень красивая славянской внешности.Также приготовили очень быстро, еда сочная свежая , горячая просто идеально, до него ждали заказ с другого заведения и в итоге не принесли, решили зайти и не пожалели, а также играла приятная музыка и был необычный дизайн, как будто у себя дома очень комфортно, я обожаю это заведение , и их персонал🤍
220284793;На Шайкенова;Аян Достанов;5;2026-02-18;да;0;Донер еще не пробовал но пять звезд за подставки под телефон!!! Спасибо большое, на каждом столе подставка. Вроде мелочь но оооочень нужная вещь! Шя донер поем еще добавлю. Да и за вешалки для вещей тоже спасибо
219831949;На Шайкенова;Aru _;5;2026-02-17;да;0;Өте дәмді донер. Маған ұнады, барлықтарыңызға кеңес беремін. Өз бағасына тұрарлық. Үнемі осы жерден аламын
219830738;На Шайкенова;Arai Aizhigitova🤍;5;2026-02-17;да;0;самый лучший фаст фуд, всем советую, быстрая доставка,всегда здесь заказываю
219331177;На Шайкенова;Nurlan Salimkerey;5;2026-02-14;да;0;Очень вкусно. Спасибо. Доставка быстрая
217556519;На Шайкенова;Ri Ri;1;2026-02-07;нет;0;Вообще невкусная кухня 👎🏻
216253176;На Шайкенова;Алишер Шектибаев;5;2026-02-02;да;0;"заказали на доставку, привезли быстро, все в лучшем виде
донеры, бургеры топ🔥🔥🔥"
213830430;На Шайкенова;Александра Жаркова;5;2026-01-22;да;0;Очень сочные вкусные Донеры,и быстрая доставка 👍
212657998;На Шайкенова;Мержан Aktobe;5;2026-01-17;да;0;Самые вкусные и сочные бругеры в городе я считаю, доставили быстро 👍🏻
212359183;На Шайкенова;Ss Ss;5;2026-01-16;да;0;😋
211976787;На Шайкенова;Настя Урясова;5;2026-01-13;да;0;Бургеры пушка, очень вкусные, особенно «ласковый м*рзавец». Обслуживание отличное, приготовили очень быстро.
211962383;На Шайкенова;Игорь Фурт;5;2026-01-13;да;0;Самый лучший фаст фуд, в любой точке
211718068;На Шайкенова;🇰🇿 🖤;5;2026-01-12;да;0;Очень вкусно!Донеры сочные, пицца отличная, а «Ласковый мерз...» — просто топ, беру не в первый раз. Обслуживание приятное, всё быстро и с душой. Рекомендую!
211323773;На Шайкенова;Александр Моргун;5;2026-01-10;да;0;Отличные донеры, качество всегда на высоте, держат марку с момента открытия!
211323373;На Шайкенова;Sasha Shirik;5;2026-01-10;да;0;Сфоткать не успели но уверяю вас что новинка которая недавно вышла в добере донер ,очень вкусная ,не на любителя а прям реально вкусно. Нам очень понравилось,если вы даже в первый раз ,начните с нее и не пожалеете. Сервис 10/10.
211254640;На Шайкенова;Жанна Мукатова;5;2026-01-10;да;0;"Самый лучший и вкусный донер заказала сегодня и заказывю не раз 
Мне очень понравилось донер прям хрустящий лаваш и сочный спасибо 🌷💗"
211061306;На Шайкенова;Gulnaz Bekmagambetova;5;2026-01-09;да;0;Очень вкусно спасибо большое. Персонал вежливый всем советую 🥰
210645678;На Шайкенова;бека касмда;1;2026-01-07;нет;0;донер өте жаман іші салат болып жатыр
209903142;На Шайкенова;Asiya Utali;3;2026-01-03;нет;0;Совсем не вкусно стало. Котлета в Донере как будто из ливера. Дети даже половину не доели. Мы попробовали и тоже совсем не понравилось. Бургеры тоже хуже стали. 10 с лишним тысяч за заказ, а поели нормально только фри. Брали до этого осенью на заказ, тогда ещё норм было.
209638390;На Шайкенова;Adema;5;2026-01-01;да;0;Самая вкусная картошка фри и суперский донер😋
209488414;На Шайкенова;Raul Zidane;1;2025-12-31;да;0;"Жалған акция. Барсаң бітті дейді. Бірақ инстада акция деп тұр. Уже екі рет солай болды. Қыста әрең барғанда, обломали так:(
Мен шынымен бардым! Модератор хватит блокировать"
209275069;На Шайкенова;Анастасия Руд;5;2025-12-30;да;0;Очень вкусные,горячие донеры большой выбор, быстрая доставка. Спасибо за записку с поздравлением очень приятно 😍😍😍🔥🔥🔥 я очень рада что нашла именно ВАС 🔥🔥🔥🔥🔥С Наступающим Новым годом процветания вам и больше клиентов ❤️❤️❤️❤️
208965612;На Шайкенова;Малика Таужанова;5;2025-12-28;да;0;Заказываю не в первый раз. Все всегда 😋 😋 😋. 👍👍👍 Процветания Вам🥰🥰🥰🥰
208823168;На Шайкенова;Руслан Корицкий;5;2025-12-27;да;0;Очень вкусно
206179712;На Шайкенова;Erbol Beisenbekov;5;2025-12-16;да;0;Дәмді !
205646192;На Шайкенова;Эльмира Шотова;5;2025-12-14;да;0;Вроде бы в интеръере ничего необычного но такие мелочи как зарядное устройство,подставка под телефон и интересные и разносторонний постеры умиляет и радует 😍Что касается кухни бургеры Сочные и МоЩные❤️‍🔥❤️‍🔥❤️‍🔥😍😍😍
205645290;На Шайкенова;алияляля 😛;5;2025-12-13;да;0;потрясающее заведение, бургеры бомба (особенно доберман) 🔥🔥🔥
202279395;На Шайкенова;Мария .;5;2025-11-26;да;0;Наши самые любимые,их рисуночки это отдельное удовольствие ❤️ спасибо что вы есть))
202187859;На Шайкенова;Rigina Kharlamova;5;2025-11-26;да;0;Считаю что лучшее заведение в городе, Всей семьей любим ваши донеры, невероятно вкусные. Отдельное спасибо Виктории, очень быстро отвечает на сообщения, оперативно решила нашу проблему, вежливая и очень понимающая девушка❤️
202132014;На Шайкенова;Шахонти;5;2025-11-25;да;0;"Бургеры просто без слов,сочные😍
Особенно doberman бургер 
Советуююю"
201620608;На Шайкенова;Вячеслав Яровой;5;2025-11-23;да;0;Донер вкусный, место хорошее. Приятно и посидеть, обстановка располагает и еда очень вкусная. Особо отмечу, что фри достойное
201563003;На Шайкенова;Ivan Ivanov;5;2025-11-23;да;0;"Вкусная еда
Свежие продукты 
Большой выбор 
Хорошая доставка 
Очень красивые рисунки 

Хотелось бы, что бы дэшей было больше в наличии"
201499968;На Шайкенова;Mадина Маратова;5;2025-11-22;да;0;Очень вкусный кассир арайлым хорошо обслуживает
200979941;На Шайкенова;Tasbolat Srazhadin;5;2025-11-20;да;0;TOP ❤️
199328329;На Шайкенова;Didar .;5;2025-11-12;да;0;Самый вкусный бургеры и донеры и отличный сервис
199169668;На Шайкенова;зульфия есендиярова;1;2025-11-12;нет;0;В донере волос, вот такой у них сервис на доставку.
198628683;На Шайкенова;Ербол Д;2;2025-11-10;нет;0;Донер не вкусный
198279880;На Шайкенова;Manas Nurlan;5;2025-11-08;да;0;Четко четко
198223552;На Шайкенова;Гульнур Аманбаева;5;2025-11-07;да;0;Заказала бургер и фри (очень вкусные ) и была в шоке 🥰 положили пиццу которое у них сейчас в тренде в подарок ( была очень рада конечно за сюрприз)❤️ оооочень ну оооочень вкусное , спасибо Большое Вам ❤️ процветание и конечно же по больше клиентов (гостей) , отдельное благодарность Томирис ❤️❤️❤️ , Томирис ты супер ❤️ . С уважением Гульнур ( тоже работаю в общепите Администратором 🤭)
195485540;На Шайкенова;Nurik .;5;2025-10-26;да;0;Очень вкусно,не заставели много ждать за свои деньги вкусно
195323002;На Шайкенова;Мимо Крокодил;5;2025-10-25;да;0;Лучшие бургеры в городе
195189164;На Шайкенова;Самат Каракулов;5;2025-10-25;да;0;Всё понравилось, лучшие донеры и бургеры в городе 💥💥💥
195188832;На Шайкенова;Бектас;5;2025-10-25;да;0;Все очень вкусно быстро советую! Молодцы 👏
194523786;На Шайкенова;Милде Конопля;5;2025-10-21;да;0;Если бы можно было поставить больше звёзд я бы поставила, всегда все вкусное и с милыми картинками💞💞💞💞💞
194327224;На Шайкенова;Виктория Лащенко;5;2025-10-21;да;0;Вежливый персонал,свежие ингредиенты.Вкусно,сочно.Прислушиваются к пожеланиям клиентов.Сыр внутри хорошо расплавленный,то есть донеры хорошо прогревают,для нас это важно,есть горячий донер а не тяп ляп ,как у нас любят делать в других заведениях.Спасибо ребятам за вкусный ужин и хорошее настроение!Покупали 20.10.25 в 11 мкр.
193075666;На Шайкенова;Раймбаев Данат;4;2025-10-16;да;0;Шаурма сиякты, но очень сочная
192856083;На Шайкенова;Apple User;5;2025-10-14;да;0;Емааааа бургер Теееема 😋😋😋😋😋😋Сочный,вкусный.Донер фри👍🏼👍🏼👍🏼Молодцы😍
192403727;На Шайкенова;Heoliks 🪽;5;2025-10-13;да;0;Супер администратор на позитиве и на волне с клиентами , быстрая доставка и вежливый курьер , интерьер супер , самое главное вкусная еда и свежие продукты , простите видео нет но потом добавлю😁😁😁🥰
191749198;На Шайкенова;Arman4ik.04 ♥️;4;2025-10-09;да;0;Жансая кассирша маладетс ұнады бәрі ❤️🫶🏻🤝
191790808;На Шайкенова;Ислам Кожаков;1;2025-10-09;нет;0;Невкусно 👎👎🏻👎🏼👎🏽👎🏾👎🏿
191571351;На Шайкенова;NotTakenYet 🌚;5;2025-10-08;да;0;Для любителей необычного сразу сюда. Разные виды донеров и шаурмы. Классные бургеры и доберсы все афигенно.
190888151;На Шайкенова;City spirit;5;2025-10-05;да;0;Бургеры и донеры здесь самые лучшие в городе😋Вкуснее я не встречала.Шаурму еще попробовать не удалось,но я обязательно вернусь к вам.Так держать,девчонки очень приветливые на кассе🫶
190722618;На Шайкенова;Abat Zxakov;5;2025-10-04;да;0;Самый вкусный донер — Добер донер 💥 Касса заслуживает премию за счастье в лаваше 😎🔥 Сервис вежливыи персонал
190648201;На Шайкенова;Esik Esa;5;2025-10-04;да;0;Все понравилось. Спасибо. Бургеры топ.
190560916;На Шайкенова;Kate Wolfovna;2;2025-10-04;да;0;"Бургер с говядиной невозможно есть, фарш внутри отвратительный и не прожевывается весь, попадаются жилы. 
Чикен очень сухой и немного подгорелый."
185413390;На Шайкенова;Zholtay •;5;2025-09-09;да;0;Приятные и доступные цены, большой ассортимент в меню, очень вежливый, отзывчивый и гостеприимный персонал, большие порции и очень вкусная кухня
180039748;На Шайкенова;Айжан Амангусова;5;2025-08-21;да;0;Заказываем с открытия.Спасибо всегда всё очень вкусно.Вежливый персонал.Ребята с доставки тоже молодцы.Привезут,занесут и приятного аппетита пожелают.Вообще и в общем всё супер.И конечно же отдельное спасибо за подарочки.
179351523;На Шайкенова;Мейрамбек Рзаев;5;2025-08-17;да;0;Dober doner спасибо. Было очень вкусно. Шаверма за 1500тг. Честно наелся от души. Очень доволен.
179086814;На Шайкенова;s esengosuly_;5;2025-08-16;да;0;Вкуснооо 10/♾️ ❤️
177909674;На Шайкенова;Red Fox;5;2025-08-11;да;0;"Самые лучшие ❤️
Вкусные донеры , особенно мексиканский и грибной!"
177169385;На Шайкенова;Владимир Шабаев;5;2025-08-07;да;0;Хорошее заведение, приятные общительные люди.Большой выбор Фаст фуда. Особенно нравится шаверма. Всегда вкусно и сытно.
175635792;На Шайкенова;""" saintlaurel """;5;2025-07-31;да;0;Очень вкусные донеры, сервис отличный и приятный, доставка быстрая и отвечают также быстро все очень понравилось и ещё подарок положили
174000325;На Шайкенова;камш 🌝;5;2025-07-24;да;0;Вкусно, быстро. Сервис 10/10
173591968;На Шайкенова;Alina 🤍;5;2025-07-22;да;0;Персонал хороший, очень уютно. Есть все удобства для клиентов :уайфай,зарядка, конфеты. Все понравилось
171983027;На Шайкенова;Гульназ Куан;1;2025-07-15;нет;0;"Заказала мини донер с говядиной. Обслуживание было нормальное, да и приготовили довольно быстро. В этом плане всё хорошо. Атмосфера в зале уютная.
Но вот когда принесли, ТО было большое разочарование. Ведь оно блестело маслом, такого не должно быть. 
Теперь ко вкусу всё солёное, в буквальном смысле. Соус аналогично солёный, плюс солёный огурец. Зачем? Это всё привело к тому что весь донер был солёным. Так ещё сам донер разваливается когда ешь. В общем чек вышел в 4650. Сама картошка была полностью в соли. В составе донера не был указан ИМЕННО солёный огурец."
170694952;На Шайкенова;Miras Malik;1;2025-07-10;нет;0;Заказать еду работают до 3ч заказ был в 2 10 отказались делать заказ и сказали обслуживание этом только через час ожидания когда уже нечего не работет ужасный сервис
170242288;На Шайкенова;Марк Антипов;5;2025-07-08;да;0;Заказывал донер чими-чури с курицей, понравился. Хотел сначала ассорти, но кассир предупредила, что говядина - фарш, благодарен ей за это, не очень люблю фарш в донере. Меню в целом достойно уважения и шавермы с разными вариациями овощей и соуса, и даже вегетарианский с грибами. Держите марку!
170241229;На Шайкенова;Настя В;5;2025-07-08;да;0;Не часто едим Фастфуд, но если чего хочется такого, то заказываем именно здесь, всегда быстро и вкусно готовят, соус не вытекает от избытка отовсюду, как бывает в некоторых других донерных. На Ватсапп отвечают оперативно, чаще делаем предзаказ на самовывоз, всегда всё корректно и четко! Отличное место со вкусным меню!
170039553;На Шайкенова;Markus Bernet;1;2025-07-07;нет;0;Сервис вообще ужас. Пришли заказали донер, доберсы,фри и бургер там же и покушать. Все принесли кроме донера. Прождали 25 минут а бургера нет! Пошли разбираться где бургер а его даже и не готовили! С недовольным выражением мы сделаем возврат денег за бургер. Я и виноват получается что они забыли. Нет все бывает, например заказов много, самое интересное что мы были одни в зале. Хоть бы извенились но нет. Когда уже научатся сервису обслуживание. Не БЕСПЛАТНО ЗАКАЗЫВАЕМ ЕДУ. БОЛЬШЕ В ДОБЕР ДОНЕР НЕ ПРИДУ! И кстати фри очень жирные со вкусом старого масла.
168814771;На Шайкенова;Azamat K;1;2025-07-02;да;0;Пару лет не кушал донер, проезжал захотелось. Не понятно почему такой высокий рейтинг, покупал ассорти с сыром 02 июля. Лаваш был как прошлогодний, а соус кислым.
168769978;На Шайкенова;Aizhan Ism;1;2025-07-01;нет;0;Раньше донер был намного вкуснее, сейчас соуса стало мало, суховато, вкус уже не тот. И при этом ещё и цену подняли. Разочарована.
168262781;На Шайкенова;Светлана Торсунова;5;2025-06-29;да;0;Заказывали бургеры, очень быстро приготовили. Вкусные, свежие. Советую 👍👍
168041108;На Шайкенова;G Z;5;2025-06-28;да;0;Очень вкусно, спасибо. Мы в городе проездом, посоветовали Ваш Донер. Заказали не острый вариант👍🏻.
167912866;На Шайкенова;Сауле Нурдаулетова;5;2025-06-27;да;0;Очень вкусно, обслужевание хорошее, заведение уютное
167491147;На Шайкенова;Shatalova Dasha;5;2025-06-25;да;0;Все очень вкусно, персонал добрый
167490865;На Шайкенова;Алина A;5;2025-06-25;да;0;уютно, чисто
166902325;На Шайкенова;Ярик .;5;2025-06-22;да;0;Топ место , очень вкусное , за хайзерберга 5 звёзд
165517998;На Шайкенова;Алишер Тукаев;5;2025-06-17;да;0;Шаурма огонь🔥🔥🔥
165664222;На Шайкенова;Чингиз Талгатов;1;2025-06-17;нет;0;Ужасное обслуживание взяли заказ ждали пол часа а у них сломалось оборудование и они об этом не говорят остались голодные
160824592;На Шайкенова;Apple User;5;2025-05-26;да;0;"Вкусно, быстро и за подарочек спасибо🥰
Заказываем только у вас!"
160816768;На Шайкенова;Артур Утиха;4;2025-05-26;да;0;"Очень вкусный,но дали немного холодным(
Поэтому 5 не могу поставить,а так получше чем во многих местах"
160698691;На Шайкенова;Андрюха Юсупович;5;2025-05-26;да;0;Очень вкусно всем советую очень добрый персонал,мне все понравилось всем советую
160690884;На Шайкенова;Надежда Викторовна;5;2025-05-26;да;0;Самый вкусный донер! Пробовали много где, но лучший тут! Рекомендую.
160652725;На Шайкенова;City spirit;5;2025-05-25;да;0;Фирменный Донер топ,советую всем
160150883;На Шайкенова;елдос сарманов;3;2025-05-23;нет;0;персонал отличный но донер саленный
159193593;На Шайкенова;Р К;5;2025-05-18;да;0;Очень вкусные донеры и бургеры!
158597284;На Шайкенова;Мари Веневцева;5;2025-05-16;да;0;В восторге от ваших бургеров , спасибо , так держать 🫶🏻
158742438;На Шайкенова;thv v;3;2025-05-16;нет;0;"Құрбым кеңес беріп келген болатынмын осында.
Бургердің булочкасы ұнамады,еті аз бургердің емес соус пен саңырауқұлақтың дәмі қатты шығады."
156376556;На Шайкенова;Катюша ☆ ✔;1;2025-05-04;нет;0;"Нужно очень постараться чтобы меня заставить написать плохой отзыв. 
Кажется повару на столько пофигу что готовить, что он в лаваш закинул полностью горелую картошку с кожей вареной курицей, капусты грамм,""фирменный"" Сделав замечание проигнорировали и посмеялись за стеной. Ужасное отношение. Испортили настроение и аппетит, выброшенные деньги очень обидно, всегда нравилось с улыбкой уходили а сейчас испортились нет слов 😔"
155524730;На Шайкенова;Дарья 🪽;5;2025-04-30;да;0;Зашли 4 дня назад на обед ,взяли шаверму и все таки решили добраться до новинки ДЭШ.. блин жалеем только о том что не решились раньше прийти, грибной обедоносец просто бомба. Благодарю девчат на кассе и повара за вашу внимательность и вкусноту❤️
155503249;На Шайкенова;Стася ❤️;5;2025-04-30;да;0;Посетили Добер Донер — и это было прямо вау. До этого заказывали на доставку. Всё свежее, мясо сочное, соусы в тему, порции щедрые. Была не любителем донеров до того как не попробовали здесь. Видно, что делают с душой, а не абы как. Если ищете реально вкусный донер вам сюда
154477739;На Шайкенова;Нургиса Жаркынбаев;5;2025-04-26;да;0;"Спасибо за подарок Добермания 
Было вкусно 👍 всем советую"
154046331;На Шайкенова;Яна Цокало;5;2025-04-23;да;0;"Часто беру тут донеры, все нравится 
Но сегодня был суховат, соуса маловато 😅"
152892036;На Шайкенова;Правду Несущий;1;2025-04-18;да;0;"После их донера заболел ДИЗЕНТЕРИЕЙ!!!! болезнью грязных рук!!! Впервые в жизни!!! 
Спасибо за незабываемое двухдневное рандеву с туалетом, надеюсь будет возмещение страданий если порядочные люди."
152579308;На Шайкенова;Adil Suleimen;1;2025-04-16;нет;0;Рядом сними еще 3 доенерки, посмотрел отзывы и рейтинг решил попробовать здесь, вообщем не советую, фри сгоревшее черное плюс еще запах немытой курицы, это 100% накрученные отзывы
152318850;На Шайкенова;Дарья Хорошайло;5;2025-04-15;да;0;Всегда все очень вкусно , быстрая доставка 👌🏻
151946534;На Шайкенова;Bager Takers;5;2025-04-13;да;0;Самые вкусные донеры только в добер Донерке
151946393;На Шайкенова;Den;5;2025-04-13;да;0;Очень вкусно, быстро и качественно
151946306;На Шайкенова;Armen4kkk;5;2025-04-13;да;0;"хороший интерьер, великолепный персонал, вкусная кухня
местом очень доволен 👍🏻"
151945185;На Шайкенова;Ольга Голдобина;5;2025-04-13;да;0;Очень вкусно, быстро, обслуживание хорошее, донеры просто вау😊
151944710;На Шайкенова;Городская легенда;5;2025-04-13;да;0;Вкусные донеры
150767836;На Шайкенова;Камила Алдамжарова;1;2025-04-08;да;0;заказала чикен в медово-чесночном соусе, но подали просто в соусе кисло-сладком от Amoy, ни медом ни чесночком и близко не пахло, администратор на вопрос почему такая подача, ответил «ну мы так подаем», спросив почему заранее не предупреждаете, ответил «извините, проработаем с кассирами», то есть вопрос остался не решенным, и столы не протирают 😪
